case_id,customer_name,service,case_billing_region,customer_billing_country_name,comm_owner_agent_login,comm_body,case_creation_cal_date,comm_subject,comm_date_utc,case_severity,processed_text
7382181511,ALL_DEPRECATED,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,ooscr,"Hi Team,  We are not able to download packages on suse linux instance. Please find the error screenshot which we are facing. Please guide us.","Sep 14, 2020",Chat: We are not able to download packages on suse linux instance,"September 14, 2020 18:21:03",4,hi team package suse linux instance please error screenshot please
7382615131,Jubilant FoodWorks Limited,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,verapolu,"Hi Team,  We have launched EC2 windows 2016 server with Web SQl, But Windows Server 2016 Black Screen After Login. Please help us on this. Instance ID(s): i-05fa27f5be8fff6a2 Volume ID(s):  Timestamp (YYYY-MM-DD HH:MM:SS UTC):","Sep 14, 2020",Call: Windows Server 2016 Black Screen After Login,"September 14, 2020 20:44:19",4,hi team ec2 server web sql screen login please instance id volume id timestamp
7384223041,Play Games 24x7 Pvt. Ltd,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,elvichau,"From our google dashboard, we have found that below issue. Google has detected malware on some of the RC pages. We need to urgently remove this.  Please find the attach Screenshot for the same.","Sep 15, 2020",Urgent - Malware Detected On RC,"September 15, 2020 5:53:37",5,dashboard issue google malware rc please attach screenshot
7384511291,Bundl Technologies Private Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,donough,"We have hit the upper limit for this API in the past As of lot of our automation and scaling activities rely on this API, we need an increased  high limit for this API  We are applying backoff algorithm everywhere we use this API, and that is work in progress, but as I said this API is too critical for us.  Please increase the account level limit for the following APIs:  EC2:DescribeInstanceStatus EC2:DescribeInstance  We have a big event coming up where. we will be running some promotional activities and expect high traffic there. Request ID(s):","Sep 15, 2020",Need to increase describe-instances api limit,"September 15, 2020 6:58:30",5,limit api lot automation scaling activity api limit api algorithm api work progress api account level limit apis ec2 describe instance status ec2 describe instance event activity traffic request id
7384614241,Delhivery,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,nikheel,"Hi Rishabh,  Thanks for your time on chat today, it was an absolute pleasure working with you earlier today. You can see a brief summary of our session below.  You reached out to AWS as you were experiencing an issue with changing your instance type from the t2 to the m5 family type.  On our chat session, we managed to change the instance back to its previous type and run the following script [1] that identifies the relevant dependencies for changing your instance type to a Nitro based instance (in this case, an m5.large). After we ran the script, we noticed that the ENA and NVME modules were missing from the instance. To resolve this issue for your particular instance, we ran  the following command to update the package cache and packages for your instance [2]:   $ sudo apt-get update && sudo apt-get upgrade -y linux-aws   Once this was done, we confirmed that the instance had the modules installed after changing the instance type and running the following commands:   $ modinfo ena  $ modinfo nvme   Another change that we did prior to all of this was update the /etc/fstab entry for the root device of the instance to to use the UUID instead of a label. While it is not bad practice to make use of a label, it preferred to use the UUID of the block device that we are mounting. To find the UUID for the block devices, we ran the following command:   $ sudo lsblk -o +UUID  With regards to the options in fstab, these appear to be related to the type of file system that you are mounting. You can see a few of these options in the following link [3].  Coming back to the odd behavior of the SSH service not starting up. I have done some research and I unfortunately did not find any conclusive evidence for this behavior. This was absolutely strange as we did not make any configuration changes for the ssh service nor did we find any errors in the system logs.  Lastly, when you do upgrade any of your instances, please ensure that a back up is created in the event that you need to roll back changes to a known, working configura","Sep 15, 2020",RE:[CASE 7384614241] Chat: Status Check : 1/2 checks passed,"September 15, 2020 11:54:47",2,hi rishabh thanks time chat today pleasure today summary session issue instance type family type chat session instance type script dependency instance type nitro script ena module instance issue instance command package cache package instance sudo sudo upgrade instance module instance type command ena modinfo nvme change entry root device instance label practice use label uuid block device uuid block device command regard option type file system option link behavior ssh service research evidence behavior configuration change ssh service error system instance back event change working configura
7384644451,Hotstar (Star TV India),Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,rakshc,"Hi Tarun,  Thank you for your valuable time on chat today. Please find a brief summary of our discussion below:  You reached out to us as you were unable to connect to instance: i-062667952bd1feae7 via browser and SSH. I informed you that instance is launched from a community AMI:  ami-0c2ae5372aa17294e. Meanwhile, we were discussing the issue on chat you were able to connect to the instance. It looks like that the SoftNAS  instance took time to boot up.   Further, in case you have any other concerns, you can always reach out to us via a new support case and we would be more than glad to assist you.  We value your feedback. Please share your experience by rating this correspondence using the AWS Support Center link at the end of this correspondence. Each correspondence can also be rated by selecting the stars in top right corner of each correspondence within the AWS Support Center.  Best regards, Raksha C. Amazon Web Services  ===============================================================  To share your experience or contact us again about this case, please return to the AWS Support Center using the following URL: https://console.aws.amazon.com/support/home#/case/?displayId=7384644451&language=en  Note, this e-mail was sent from an address that cannot accept incoming e-mails. To respond to this case, please follow the link above to respond from your AWS Support Center.  ===============================================================  AWS Support: https://aws.amazon.com/premiumsupport/knowledge-center/  AWS Documentation: https://docs.aws.amazon.com/  AWS Cost Management: https://aws.amazon.com/aws-cost-management/  AWS Training: http://aws.amazon.com/training/  AWS Managed Services: https://aws.amazon.com/managed-services/","Sep 15, 2020",RE:[CASE 7384644451] Chat: Not able to login,"September 15, 2020 10:06:02",5,hi tarun thank time chat today summary discussion instance browser ssh instance community ami issue instance na instance time case concern support case glad value feedback please share experience rating correspondence support center link end correspondence correspondence star right corner correspondence support center regard amazon web service share experience case return support center url http aws note address case link support center support http amazon documentation http aws cost management http amazon http amazon service amazon
7384788621,PayU Payments Private Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,shrmrp,"Hello Sunil,  Thank you for your time on the chat.  This is the summary of the discussion that we had on the chat.  You reached out to us as you are seeing issues while launching instances from the AMI ""ami-05b255d66275721a4"" as the instances were failing   due to an issue with cloudinit error. I closely analyzed the cloudinit error and could see the below:  ==================== from . import utils [   29.256557] cloud-init[786]: File ""/usr/lib/python2.7/site-packages/requests/utils.py"", line 32, in <module> [  OK  ] Started Permit User Sessions. [   29.257077] cloud-init[786]: from .exceptions import InvalidURL [   29.275386] [  OK  ] Started Command Scheduler. [  OK  ] Started Getty on tty1. [  OK  ] Started Serial Getty on ttyS0. [  OK  ] Reached target Login Prompts. cloud-init[786]: File ""/usr/lib/python2.7/site-packages/requests/exceptions.py"", line 10, in <module> [   29.286113] cloud-init[786]: from urllib3.exceptions import HTTPError as BaseHTTPError [   29.289342] cloud-init[786]: File ""/usr/lib/python2.7/site-packages/urllib3/__init__.py"", line 10, in <module> [   29.293208] cloud-init[786]: from .connectionpool import ( [   29.296347] cloud-init[786]: File ""/usr/lib/python2.7/site-packages/urllib3/connectionpool.py"", line 31, in <module> [   29.301641] cloud-init[786]: from .connection import ( [   29.304849] cloud-init[786]: File ""/usr/lib/python2.7/site-packages/urllib3/connection.py"", line 45, in <module> [   29.310251] cloud-init[786]: from .util.ssl_ import ( [   29.312666] cloud-init[786]: ImportError: No module named util.ss ====================  There seems to be some broken module in cloud-init and hence would request you to dive deep further with the logs available inside the OS. you can try stopping the broken instance, detaching root volume, attaching and mounting on some other instance, and pulling system and cloud-init logs.  I would say that when original instance was launched all worked fine and instance was properly configured. During instance lifecycle something was changed causing ","Sep 15, 2020",RE:[CASE 7384788621] Chat: newly created instances does not boot up,"September 15, 2020 11:38:08",2,hello sunil thank time chat summary discussion chat issue instance ami instance issue error cloudinit error import utils line module ok permit user session exception url ok command scheduler ok getty ok getty target login prompt line module exception httperror base httperror file py line module import file py line module connection import file py line module import import error module s module log o instance root volume instance system log instance fine instance instance lifecycle something causing
7385226061,Edelweiss Financial Services Ltd,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,mpmur,"Hi Team,  can you please help us to why server is showing activate the windows Instance ID(s): i-0df7756be6154fde0 Timestamp (YYYY-MM-DD HH:MM:SS UTC):","Sep 15, 2020",Call: windows activation issue,"September 15, 2020 12:14:22",4,hi team server window instance id timestamp
7385372551,Solutions Infini Technologies (India) Private Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,yehiahme,We have a few instances in Singapore region and are trying to connect to instances in Mumbai region over peering connection but are unable to connect over SSH. However other instances in the same VPC are connecting over SSH.,"Sep 15, 2020",Chat: Unable to connect on SSH port,"September 15, 2020 12:56:18",5,instance singapore region instance region connection instance vpc ssh
7385587651,HDFC Life Insurance Company Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,cmahlang,i-0b1ad7e377895b618 & i-0de8dd50b27f9ac9e are terminated from account & need to track which user did it? Also wants to know is it done through console/cli? Instance ID(s): i-0b1ad7e377895b618 & i-0de8dd50b27f9ac9e,"Sep 15, 2020",Chat: Wants to know who terminated these instances,"September 15, 2020 14:39:54",3,account need instance id
7388592201,RBL Bank Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,shrmrp,"Hello,  Manisha here from EC2 Linux support and I worked on the similar issue on the case 7388596011 and the instance we checked was i-0e66f4c4a072959fa as well. The case which you can refer is 7388596011 and the details of the communication i had with Shruti have been updated.  In order to avoid any confusion, I am not reiterating the same details on this case and rather considering it as a duplicate of the case 7388596011 from an another account. I am flipping the case status to pending customer action and would request you to follow up on that case rather than this one for avoiding multiple cases for the same issue.   Thank you for your understanding.  We value your feedback. Please share your experience by rating this correspondence using the AWS Support Center link at the end of this correspondence. Each correspondence can also be rated by selecting the stars in top right corner of each correspondence within the AWS Support Center.  Best regards, Manisha S. Amazon Web Services  ===============================================================  To share your experience or contact us again about this case, please return to the AWS Support Center using the following URL: https://console.aws.amazon.com/support/home#/case/?displayId=7388592201&language=en  Note, this e-mail was sent from an address that cannot accept incoming e-mails. To respond to this case, please follow the link above to respond from your AWS Support Center.  ===============================================================  AWS Support: https://aws.amazon.com/premiumsupport/knowledge-center/  AWS Documentation: https://docs.aws.amazon.com/  AWS Cost Management: https://aws.amazon.com/aws-cost-management/  AWS Training: http://aws.amazon.com/training/  AWS Managed Services: https://aws.amazon.com/managed-services/","Sep 16, 2020","RE:[CASE 7388592201] Chat: unable to build docker, getting permission denied error","September 16, 2020 11:34:19",3,hello manisha ec2 support issue case instance case detail communication shruti order confusion detail case duplicate case account case status customer action case one case issue thank understanding value feedback please share experience rating correspondence support center link end correspondence correspondence star right corner correspondence support center regard amazon web service share experience case return support center url http aws note address case link support center support http amazon documentation http aws cost management http amazon http amazon service amazon
7388596011,RBL Bank Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,shrmrp,"Hello Shruti,  Thank you for your time on the chat.  This is the summary of the discussion that we had on the chat.  You reached out to us as you were unable to run the Dockerfile on the instance ""i-0e66f4c4a072959fa"" as you were encountering the below error: =========== OCI runtime create failed: container_linux.go:349: starting container process caused ""process_linux.go:449: container init caused \""write /proc/self/attr/keycreate: permission denied\"""": unknown ===========  In order to troubleshoot the issue, I first asked you to make a backup of the current instance and then we went on screenshare. On screenshare, we tried various ways to resolve the issue, however unfortunately we were unable to fix the issue. On researching about the error, most of the issues was pointed to the package version ""container-selinux"" not being updated, etc as can be seen in the below third party links: ------------------ https://stackoverflow.com/questions/56870478/cannot-start-docker-container-in-docker-ce-on-oracle-linux  https://github.com/moby/moby/issues/39109 ------------------  Further, we also tried disabling running container with selinux permissive mode using the below command and also tried disabling selinux:  # semanage permissive -a container_runtime_t  Still, it did not work, as the package that we tried installing from the centOS repo was failing as well with dependency errors:  error: Failed dependencies:         selinux-policy >= 3.13.1-216.el7 is needed by container-selinux-2:2.119.2-1.911c772.el7_8.noarch         selinux-policy-base >= 3.13.1-216.el7 is needed by container-selinux-2:2.119.2-1.911c772.el7_8.noarch         selinux-policy-targeted >= 3.13.1-216.el7 is needed by container-selinux-2:2.119.2-1.911c772.el7_8.noarch  Also, we tried removing the docker package from the instance and tried configuring docker using the below commands:  # amazon-linux-extras install docker # service docker start  And then we tried running the default dockerfile hello-world ""docker run hello-world"" and this failed as well. ","Sep 16, 2020","RE:[CASE 7388596011] Chat: unable to run docker command, permission denied error","September 16, 2020 11:17:18",3,hello shruti thank time chat summary discussion chat dockerfile instance error oci runtime create container process container init permission unknown order issue backup instance screenshare screenshare way issue issue error issue package version etc party link container mode command semanage permissive package cent o repo dependency error dependency noarch noarch noarch docker package instance docker docker service docker start default dockerfile docker run
7388691621,Hotstar (Star TV India),Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,bmickhar,"Hi Support,  We have mounted dropbox on EBS instance where we are getting performance issue while copying data from EC2 to Dropbox but same we have mounted in other instance (i-03458a66edd541c82) where it is wroking with good speed.  Request for your assistance.  Regards, Prathamesh Mohite Instance ID(s): i-06b70cd1a0575c4b5 Volume ID(s):  Timestamp (YYYY-MM-DD HH:MM:SS UTC):","Sep 16, 2020",Chat: We are facing issue when copy data in dropbox which is mounted on EBS,"September 16, 2020 6:53:41",2,support dropbox ebs instance performance issue data ec2 instance speed request assistance regard instance id volume id timestamp
7388740761,Qwikcilver Solutions Private Limited,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,ayushsh,"Hi Team,  Our primary database lost connectivity with all the other nodes today at 11:33:20 IST, Request you to check and let us know if there were any issues at the AWS side. Instance ID(s): i-0ef724ab7fc1b2e69 Timestamp (YYYY-MM-DD HH:MM:SS UTC): 11:33:20 IST","Sep 16, 2020",Chat: Network connectivity issues,"September 16, 2020 6:48:16",2,hi team database connectivity node today ist request issue side instance id timestamp
7388831691,Policybazaar Insurance Web Aggregator Pvt Ltd,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,siljeurc,"Team,  The instance is running with emr edage server. but when i am runing aws s3 ls command then not able to run. it is showing error.  hadoop@ip-10-80-20-244 ~]$ aws s3 ls  Invalid endpoint: https://s3..amazonaws.com Instance ID(s):","Sep 16, 2020",Chat: instance showing Invalid endpoint: https://s3..amazonaws.com,"September 16, 2020 7:44:35",2,team instance emr edage server aws l command hadoop aws endpoint http instance id
7389036591,Ibibo Group,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,tintb,"Hi,  We need to create and attached since EBS volume in Two instances at the same time.   Thanks/-Imran Instance ID(s):  Timestamp (YYYY-MM-DD HH:MM:SS UTC):","Sep 16, 2020",Chat: Attached Single EBS volume for WSFC in AWS,"September 16, 2020 8:34:27",1,hi ebs volume instance time instance id timestamp
7389283491,Delhivery,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,ksshbh,instance IP : 3.88.237.7 region singapore,"Sep 16, 2020",Chat: not able to ssh instance,"September 16, 2020 10:09:16",3,instance region singapore
7389325341,RBL Bank Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,carlonel,"Hi Team, I'm facing an issue while changing time of Linux ec2 instance. It is in proper time zone but ahead by 3 mins and hence requests are getting rejected since there is no time sync between app and db server. I have tried to install chronyd on server but still it did not work. Can you please help me to resolve this issue? Instance ID(s): i-0a7c500413ee4497d","Sep 16, 2020",Chat: unable to change time of linux,"September 16, 2020 10:36:49",2,hi team issue time ec2 instance time zone min hence request time sync app db server chronyd server issue instance id
7389602541,HDFC Life Insurance Company Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,shrirodi,The yum command does not work on the instance. Instance ID(s): i-0873f44a12c6a7215,"Sep 16, 2020",Chat: Unable to install application packages,"September 16, 2020 12:55:09",4,yum command instance instance id
7389613221,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,eaalofoj,"Hi Team,  CPU utilization is very high while running the application, Please verify and confirm.  Thanks Aashish G Mishra Instance ID(s): i-0428c14208473066e Timestamp (YYYY-MM-DD HH:MM:SS UTC):","Sep 16, 2020",Call: CPU Utilization is high,"September 16, 2020 12:45:31",4,hi team cpu utilization application please verify confirm thanks g mishra instance id timestamp
7390881181,Liberty General Insurance Ltd.,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,lijilt,"Dear Team,  We are facing instance ""ID:i-0faf24873fb3b54d5"" automatically getting powered-off since last 3 days while there was no any scheduler set. Yesterday I added scheduler with ""false"" assuming it may help to keep instance up but instance still getting powered-off.  Requesting you help to resolve the issue ASAP.  @Srinivasa, kindly take this ahead.  Regards, Satish Instance ID(s): i-0faf24873fb3b54d5","Sep 16, 2020",Instance automatically getting powered-off,"September 16, 2020 19:38:00",3,team instance id day scheduler yesterday scheduler instance instance issue instance id
7391527711,ALL_DEPRECATED,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,alyokoku,"Hello, I requested increasing limit by 228. The previous limit is 17576, I checked in the aws console the new limit is 17804, which is correct. But why the following up was saying [US_EAST_1]: EC2 Instances / Instance Limit (nu.general), New Limit = 228. Should the new limit be 17804? https://fleet-management-console.amazon.com/public_aws_limit_requests/142687#stages-717779177302698045","Sep 16, 2020",Chat: Misleading AWS support reply,"September 16, 2020 23:34:12",4,hello limit limit limit ec2 instance instance limit limit amazon
7392362831,Axis Bank Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,rakshc,for chat option testing purpose Instance ID(s):,"Sep 17, 2020",Chat: test,"September 17, 2020 4:03:45",4,option instance id
7392435951,Axis Bank Limited,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,arizona,test call option,"Sep 17, 2020",Call: test,"September 17, 2020 4:08:27",4,test call option
7392470481,ALL_DEPRECATED,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,saskk,"Hi, I am having trouble launching EC2 instances to a VPC  I tried to launch a EC2 instance to my VPC (VPC ID: vpc-0aeb1d50ee8efaf03), but that option is disabled in the console. See the attached screenshot.   Do you know how to fix it?","Sep 17, 2020",Chat: Can't launch EC2 instance to a VPC,"September 17, 2020 4:52:47",4,hi trouble ec2 instance vpc ec2 instance vpc option console screenshot
7392501431,HDFC Life Insurance Company Limited,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,eaalofoj,"Hi Team, i-0c6dfa3a8a18e7e94 instance went to 1/2 check (we observed it has  reached100% CPU utilization) and we are unable to access instance, Hence rebooted server. post reboot server 2/2 check passed. Kindly let us know the root cause for this issue. Instance ID(s): i-0c6dfa3a8a18e7e94 Timestamp (YYYY-MM-DD HH:MM:SS UTC):","Sep 17, 2020",Chat: Instance went to 1/2 health check,"September 17, 2020 5:21:51",4,hi team instance access instance hence reboot server check root cause issue instance id timestamp
7393100151,Bundl Technologies Private Limited,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,smotwani,"Hello Sujai  Warm greetings from AWS Premium Support. I am Sunny and it was my pleasure to assist you on chat today. Below I am posting a quick summary of our chat today.  From the case notes I can understand that you were seeing high load average value for the Instance  i-08857c414bff91648 after which the instance became unresponsive and you need to manually stop start the instance to bring it up and running.  I checked the Instance  i-08857c414bff91648 using my internal tools and could see that the instance failed System status check on 2020-09-12 at 12:37 UTC [1]. Upon further checking the issue I can confirm that the underlying hardware on which the Instance was running became unavailable for the same timestamp when the Instance failed System status check. Further I can confirm that the underlying hardware became available after a while and the Instance started passing 2/2 status check and was running up and healthy.  Moving further I can see from the attached screenshot that you were experiencing a high load average for the instance i-08857c414bff91648 after which the instance became unresponsive and you need to manually stop start the instance to bring it up and running.  For this issue I checked the CPU Utilization for the Instance and could see that the CPU Utilization was quite low during the same timestamp when a high load average was experienced. [2]  Please allow me explain about the load average and its relation with CPU Utilization  In Linux, the load average is basically the combination of threads running on the CPU, threads waiting in the run queue to get on the CPU and process waiting for IO to complete. The three numbers in the load average is the average of these parameters over 1, 5 and 15 minute respectively.  Whereas the CPU utilization is basically an indication that how much percentage of time in a given time interval the CPU was busy doing some work.  So, considering above definition, it can be interpreted that we can have high load average even when CPU utilization of the server is low.","Sep 17, 2020",RE:[CASE 7393100151] Chat: Instance went unhealthy,"September 17, 2020 10:59:33",1,hello sujai greeting support pleasure chat today summary chat today case load average value instance instance start instance instance tool instance system status check issue hardware instance timestamp instance system status hardware instance status check screenshot load average instance instance start instance issue cpu utilization instance cpu utilization timestamp load average please load average relation cpu utilization average combination thread cpu thread run que cpu process io number load average average parameter cpu utilization indication percentage time time cpu work definition load average cpu utilization server
7393339601,Axis Bank Limited,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,mdderbys,"We have created an IAM user with secret key and access key,however we are not able to connect to AWS console using AWS cli.  Please help.","Sep 17, 2020",AWS CLI issue,"September 17, 2020 10:36:49",4,user key access cli please help
7393621961,Fashnear Technologies Private Ltd.,Elastic Compute Cloud (EC2 - Linux),APAC,INDIA,ctrived,"Hi Team,   The instances are launched with Terminated status while launching through ASG Instance ID(s):","Sep 17, 2020",Chat: Instances are launching in Terminated state through ASG,"September 17, 2020 13:25:33",3,hi team instance status instance id
7394159101,TATA SIA Airlines Ltd,Elastic Compute Cloud (EC2 - Windows),APAC,INDIA,tpragesh,"We received the following alarm""Status Check Alarm: ""AIRVTRAWSPRQLIK-Status-Check-Failed-Any"" in Asia Pacific (Singapore)"" Now the instance is up and running fine Kindly let us know the reason for this alert. Instance ID(s):  Timestamp (YYYY-MM-DD HH:MM:SS UTC):","Sep 17, 2020",Chat: Instance issue,"September 17, 2020 15:51:48",4,alarm status check alarm asia instance reason instance id timestamp
